"Time","slipstream_internal/slipstream_hq/1100/Cooling Capacity Status"
2021-08-10 13:36:01,100
2021-08-10 13:37:01,100
2021-08-10 13:38:01,100
2021-08-10 13:39:01,100
2021-08-10 13:40:01,100
2021-08-10 13:41:01,100
2021-08-10 13:42:01,100
2021-08-10 13:43:01,100
2021-08-10 13:44:01,100
2021-08-10 13:45:01,100
2021-08-10 13:46:01,100
2021-08-10 13:47:01,100
2021-08-10 13:48:01,100
2021-08-10 13:49:01,100
2021-08-10 13:50:01,100
2021-08-10 13:51:01,100
2021-08-10 13:52:01,100
2021-08-10 13:53:01,100
2021-08-10 13:54:01,100
2021-08-10 13:55:01,100
2021-08-10 13:56:01,100
2021-08-10 13:57:01,100
2021-08-10 13:58:01,100
2021-08-10 13:59:02,100
2021-08-10 14:00:01,100
2021-08-10 14:01:01,100
2021-08-10 14:02:01,100
2021-08-10 14:03:01,100
2021-08-10 14:04:01,100
2021-08-10 14:05:01,100
2021-08-10 14:06:01,100
2021-08-10 14:07:01,100
2021-08-10 14:08:01,100
2021-08-10 14:09:01,100
2021-08-10 14:10:01,100
2021-08-10 14:11:01,100
2021-08-10 14:12:01,100
2021-08-10 14:13:01,100
2021-08-10 14:14:01,100
2021-08-10 14:15:01,100
2021-08-10 14:16:01,100
2021-08-10 14:17:01,100
2021-08-10 14:18:01,100
2021-08-10 14:19:01,100
2021-08-10 14:20:01,100
2021-08-10 14:21:01,100
2021-08-10 14:22:01,100
2021-08-10 14:23:02,100
2021-08-10 14:24:01,100
2021-08-10 14:25:01,100
2021-08-10 14:26:01,100
2021-08-10 14:27:01,100
2021-08-10 14:28:01,100
2021-08-10 14:29:01,100
2021-08-10 14:30:01,100
2021-08-10 14:31:01,100
2021-08-10 14:32:01,100
2021-08-10 14:33:01,100
2021-08-10 14:34:01,100
2021-08-10 14:35:01,100
2021-08-10 14:36:01,100
2021-08-10 14:37:01,100
2021-08-10 14:38:01,100
2021-08-10 14:39:01,100
2021-08-10 14:40:01,100
2021-08-10 14:41:01,100
2021-08-10 14:42:01,100
2021-08-10 14:43:01,100
2021-08-10 14:44:01,100
2021-08-10 14:45:01,100
2021-08-10 14:46:01,100
2021-08-10 14:47:01,100
2021-08-10 14:48:01,100
2021-08-10 14:49:01,100
2021-08-10 14:50:01,100
2021-08-10 14:51:01,100
2021-08-10 14:52:01,100
2021-08-10 14:53:01,100
2021-08-10 14:54:01,100
2021-08-10 14:55:01,100
2021-08-10 14:56:01,100
2021-08-10 14:57:01,100
2021-08-10 14:58:01,100
2021-08-10 14:59:01,100
2021-08-10 15:00:02,100
2021-08-10 15:01:01,100
2021-08-10 15:02:01,100
2021-08-10 15:03:01,100
2021-08-10 15:04:01,100
2021-08-10 15:05:01,100
2021-08-10 15:06:01,100
2021-08-10 15:07:01,100
2021-08-10 15:08:01,100
2021-08-10 15:09:01,100
2021-08-10 15:10:01,100
2021-08-10 15:11:01,100
2021-08-10 15:12:01,100
2021-08-10 15:13:01,100
2021-08-10 15:14:01,100
2021-08-10 15:15:01,100
2021-08-10 15:16:01,100
2021-08-10 15:17:01,100
2021-08-10 15:18:01,100
2021-08-10 15:19:01,100
2021-08-10 15:20:01,100
2021-08-10 15:21:01,100
2021-08-10 15:22:01,100
2021-08-10 15:23:01,100
2021-08-10 15:24:01,100
2021-08-10 15:25:01,100
2021-08-10 15:26:01,100
2021-08-10 15:27:01,100
2021-08-10 15:28:01,100
